publisherID,contactID,title,uniqueKey,description,metaDescription,applicationName,taskUrl,status,authenticated,displayVersion,imageSetId,largeIcon,categoryId,markets,roleId,releaseNotes,,,
1361,1086,Lambda Chi Alpha Epsilon Pi Chapter,lambdachialpha,"The Lambda Chi Alpha fraternity at the University of Maryland (Epsilon-Pi Chapter) prides itself on having the closest brotherhood on campus. Within their chapter, we focus on academics, athletics, and philanthropic events throughout the year.","The Lambda Chi Alpha Epsilon Pi Chapter focuses on academics, athletics, and philanthropic events throughout the year.",,https://twitter.com/LambdaChiUMD,Active,None,1.0.0,3637,null,1396,1095,1047,1.0.0,,,
1361,1079,Latino Student Union,latinostudentunion,"Come join the Latino Student Union and learn about Latino culture, creating a voice, and making a home on campus!","Come join the Latino Student Union and learn about Latino culture, creating a voice, and making a home on campus!",,https://twitter.com/LatinoTerp,Active,None,1.0.0,3637,null," 1387, 1390, 1395, 1396 ",1095,"1047, 1045, 1046",1.0.0,,,
1361,1086,Delta Sigma Theta Sorority,deltasigmatheta,"Delta Sigma Theta Sorority, Incorporated is an organization of college educated women committed to constructive development of its members and to public service with a primary focus on the Black community. Delta Sigma Theta Sorority, Incorporated. is a private, not-for-profit organization whose purpose is to provide assistance and support through established programs in local communities throughout the world. Since its founding more than 200,000 women have joined the organization. The organization is a sisterhood of predominantly Black, college educated women. The sorority currently has 1,000 collegiate and alumnae chapters located in the United States, England, Japan (Tokyo and Okinawa), Germany, the Virgin Islands, Bermuda, the Bahamas, Jamaica and the Republic of Korea. The major programs of the sorority are based upon the organization's Five Point Programmatic Thrust. More than ten thousand members typically attend Delta Sigma Theta Sorority, Incorporated's biennial national conventions, and each of the seven regional conferences (held during years when there is no national convention) typically hosts thousands of members. ","The Oh So Fly Kappa Phi Chapter of Delta Sigma Theta Sorority, Incorporated was chartered at the University of Maryland, College Park on January 26, 1974.",,https://twitter.com/UMD_DST,Active,None,1.0.0,3637,null,1396,1095,1047,1.0.0,,,
1361,1086,The University of Maryland Delta Phi Chapter of Sigma Nu Fraternity,deltaphi,"Sigma Nu at The University of Maryland is the longest continually operating fraternity here at Maryland and currently boast a membership of over 70 active brothers. Sigma Nu exists to bring together and promote the growth of its members in to ideal men with strong leadership qualities. Together, through the power of brotherhood, they are able to accomplish far more academically, service/philanthropically, athletically, and additionally than we could have as individuals. For more information; Check out their website: Marylandsigmanu.com, visit their chapter house at 4617 Norwich Road, or contact any brother with questions.","The Delta Phi Chapter of Sigma Nu Fraternity, established at the University of Maryland in 1917, aim to instill love, honor, and truth into all of their brothers.",,https://twitter.com/UMDSigmaNu,Active,None,1.0.0,3637,null," 1390, 1396",1095,1047,1.0.0,,,
1361,1079,The University of Maryland Student Labor Action Project,studentlaborassociation,The University of Maryland Student Labor Action Project aims to fight for economic and racial justice on our campus and in surrounding communities. Come support them today!,The University of Maryland Student Labor Action Project aims to fight for economic and racial justice on our campus and in surrounding communities. Come support them today!,,https://twitter.com/umdslap,Active,None,1.0.0,3637,null," 1386, 1387, 1390, 1393, 1394, 1396, 1398",1095,"1047, 1045, 1081, 1046, 1082",1.0.0,,,
1361,1086,Delta Sigma Phi Fraternity,deltasigmaphi,"Delta Sigma Phi strives to ever convince the world of the sincerity of our purpose through a mission of Building Better Men. Their brotherhood inspires each member to be better versions of themselves and positively impact the world through their actions and influence‰ÛÓthey challenge their men to be atypical, to break the mold, to be a beacon of strength for humanity. Delta Sigs everywhere are exhibiting the Courage to Dare, the Poise to Act and a Commitment to Excel.",Delta Sigma Phi is a national Fraternity that exists for the simple purpose of helping to build better men and better lives. ,,https://umddeltasigmaphi.com,Active,None,1.0.0,3637,null,1396,1095,1047,1.0.0,,,
1361,1079,The Varisty Student Apartments,varsityapartments,"Going to college at the University of Maryland is extraordinary ‰ÛÓ how you live it should be too. The Varsity‰Ûªs fully furnished, modern living spaces feature enhanced-privacy floor plans for comfort and study, amenities promoting health, fitness, and socialization, and professional on-site management. And, they make sure you also have the resources you need to succeed. Their 24-hour Academic Success Center with iMacs and free printing; study lounges; Wi-Fi hotspots and internet access included in every apartment help you stay connected to your studies ‰ÛÓ not to mention your friends and family.",Looking for off-campus housing? Check out The Varsity today!,,https://www.americancampus.com/student-apartments/md/college-park/the-varsity,Active,None,1.0.0,3641,null,"1383, 1388, 1395",1099,1047,1.0.0,,,
1361,1086,Alpha Chi Omega Sorority,alphachiomega,Alpha Chi Omega is at the forefront of women‰Ûªs fraternal organizations as they strive to position their members for success both today and in the future. The Foundation‰Ûªs mission is to support the educational and philanthropic purposes of Alpha Chi Omega through effective fundraising and stewardship of financial resources.,"Come seek the heights" with Alpha Chi Omega!"""ome seek the heights" w""me",,https://www.facebook.com/AlphaChiOmegaUMD/,Active,None,1.0.0,3637,null,1396,1095,1047,1.0.0,,,
1361,1961,Maintaining a Natural Essence,mane,M.A.N.E. is an organization dedicated to enhancing UMD students‰Ûª natural lifestyle by creating a loving environment and support system through which they can embrace their natural selves.,M.A.N.E. is an organization that promotes the beauty and strength behind women.,,https://www.facebook.com/groups/334738363300188/,Active,None,1.0.0,3637,null," 1387, 1390, 1396",1095,1047,1.0.0,,,
1361,1086,The University of Maryland Alpha Delta Phi Chapter,alphadeltaphi,"Alpha Delta Phi (ëÔëÓë_, also Alpha Delt or ADPhi) is an elite international Greek-letter secret and social college fraternity that was founded by Samuel Eells on October 29, 1832 at Hamilton College in Clinton, New York. Founded as a literary society, it has evolved into one of the most distinguished of the original American college fraternities. It has retained its focus on its literary roots by attracting learned students at some of the more prestigious colleges and universities in the United States and Canada. Its 50,000+ alumni include former Presidents and Senators of the United States, as well as Chief Justices of the Supreme Court.",Come join  one of the most distinguished of the original American college fraternities: Alpha Delta Phi!,,https://www.facebook.com/umdalphadelt,Active,None,1.0.0,3637,null," 1390, 1396",1095,1047,1.0.0,,,
1361,1079,Impact UMD,impactumd,Interested in strengthening your religious basis? Check out Impact UMD Today!," Join Impact UMD for worship, preaching/teaching and expect a move of God.",,https://www.facebook.com/UmdApostolicCampusMinistry#,Active,None,1.0.0,3637,null,1395,1095,1047,1.0.0,,,
1361,1956,Student Success Emergency Scholarship Fund ,sslcscholarship,The Student Success Leadership Council is a student-led organization that is dedicated to facilitating academic excellence among black students. We strive to retain students by building a strong community and providing access to academic and financial resources. We are committed to sustaining and growing ourselves as a body of student leaders that actively serve to advocate for black students at the University of Maryland.,Donate to the Student Success Emergency Scholarship fund today and help a UMD College Park student in need!,,https://www.launch.umd.edu/project/2032,Active,None,1.0.0,3644,null,"1386, 1395",1102,"1047, 1045, 1081, 1046, 1082",1.0.0,,,
1361,1080,Intramural Sports,intramuralsports,"The Intramural Sports program offers a unique opportunity for all members of the University of Maryland community to participate together in sports leagues and tournaments. You don't have to be an athlete to play; these recreational activities are for everyone. Participants can choose to play at either the competitive A" or recreational "B" level for most sports.  The Intramural Sports program offers three ways to participate: team sports""he Intramural Sports program offers a unique opportunity for all members of the University of Maryland community to part", individual/dual sport tournaments," and Gym Class Heroes. """","If you're interested in competitive athletics with your fellow Terps, join an Intramural sports team today!",,http://recwell.umd.edu/Intramural-Sports,Active,None,1.0.0,3637,null,"1390, 1396",1095,1047,1.0.0,
1361,1079,Krazi Kebob,krazikebob,Krazi Kebob specializes in crafting mouth-watering meals and providing superb customer service. Order online for delivery or pickup!,Check out Krazi Kebob if you want to try some amazing food off campus!,,http://krazikebob.com,Active,None,1.0.0,3638,null,"1396, 1400, 1388, 1395",1096,"1047, 1045, 1081, 1046, 1082",1.0.0,,,
1361,1127,Michelle Smith Performing Arts Library,cspaclibrary,"Located at the University of Maryland, the Michelle Smith Performing Arts Library is the Mid-Atlantic's largest library dedicated to music, theatre and dance.","Located at the University of Maryland, the Michelle Smith Performing Arts Library is the Mid-Atlantic's largest library dedicated to music, theatre and dance.",,http://lib.umd.edu/mspal,Active,None,1.0.0,3644,null,"1387, 1393, 1394, 1395, 1397",1102,"1047, 1045, 1046",1.0.0,,,
1361,1086,The Beta Kappa Chapter of the Kappa Alpha Order Dieu et les Dames,betakappachapter,"You come to college with your values intact; you‰Ûªve learned from family and friends what‰Ûªs right and wrong. While in college, KA helps you keep your compass straight, develop your values-set and experiences, and points you in a great direction for your future. Then, with their history and your experience, your journey in life seems a little clearer. ","The Beta Kappa Chapter of the Kappa Alpha Order Dieu et les Dames was founded on the knightly ideals of reverence, gentility, service, leadership, knowledge, perseverance and excellence.",,http://maryland.kappaalphaorder.org,Active,None,1.0.0,3637,null,"1388, 1390, 1396, 1395",1095,1047,1.0.0,,,
1361,1080,The University of Maryland Women's Basketball Team,womensbasketball,Come support our Maryland Women's Basketball team and exude Maryland Pride!,Come support our Maryland Women's Basketball team and exude Maryland Pride!,,http://MarylandWomensBasketball.com,Active,None,1.0.0,3637,null," 1396, 1390",1095,"1047, 1045, 1081, 1046, 1082",1.0.0,,,
1361,1079,The University of Maryland Program for Society and the Environment,umdprogramforsocietyandenvironment,The Program for Society and the Environment creates a home at the University of Maryland for research on the study of the society-environment relationship.  PSE is grounded in Maryland‰Ûªs and BSOS‰Ûªs strategic plan priorities to ‰ÛÏbe a force in fostering greater understanding of human relations and the natural environment.‰Û_ PSE serves as a hub for social scientists and students who study all aspects of the society-environment relationship.,The Program for Society & the Environment at UMD is a hub for social scientists and students who study all aspects of the society-environment relationship.,,http://pse.umd.edu,Active,None,1.0.0,3644,null," 1387, 1390, 1394, 1395",1102,"1047, 1045, 1046",1.0.0,,,
1361,1086,Sigma Alpha Epsilon Fraternity,sigmaalphaepsilon,"The University of Maryland Sigma Alpha Epsilon Chapter strive to uphold the principles of The True Gentleman, along with scholarship, brotherhood and service that their eight founding fathers established (over 160 years ago) as the mortar that holds their organization together. They pride themselves on being an integral part of both the University of Maryland community as well as the surrounding College Park community. At the Maryland Beta chapter, they emphasize academic success and community service to all of their members, as they hold all members to the standard of a True Gentleman.","The University of Maryland Sigma Alpha Epsilon Chapter strive to uphold the principles of The True Gentleman, along with scholarship, brotherhood and service. Check them out today!",,http://saemdbeta.com,Active,None,1.0.0,3637,null," 1390, 1396",1095,1047,1.0.0,,,
1361,1086,"Hermandad de Sigma Iota Alpha, Inc. Charismatic Chi Cuties Chapter",sigmaiotaalpha,"Hermandad de Sigma Iota Alpha, Inc. is a Latina-based sorority devoted to serving our community while fostering a sense of pride and respect in our heritage. The sorority was founded on September 29, 1990, by thirteen inspiring young women from four different schools in the state of New York: SUNY Albany, SUNY Stony Brook, SUNY New Paltz, and Rensselaer Polytechnic Institute. Our founding mothers are: Dora Maria Abreu, Elizabeth Coats, Tina Colberg, Eulogia Diaz, Angelica Hernandez, Teresa Herrero, Norma Porras, Miriam Ramirez, Saida Rodriguez, Grecia Sanchez, Maria Trujillo, Clara Vasquez and Dulce Williams. This diverse group of women came together with the goal of creating an organization that would help their communities, unite women and promote scholarship.","Hermandad de Sigma Iota Alpha, Inc. is a Latina-based sorority devoted to serving our community while fostering a sense of pride and respect in our heritage. ",,http://siachi1997.wix.com,Active,None,1.0.0,3637,null," 1390, 1396",1095,1047,1.0.0,,,
1361,1079,Startup Shell,startupshell,Startup Shell is a student-run coworking space and incubator at the University of Maryland. They foster entrepreneurship through collaboration.,Interested in entreprenuership? Check out Startup Shell today!on,,http://startupshell.org,Active,None,1.0.0,3644,null,"1383, 1386, 1387, 1390, 1392, 1394, 1395 1396, 1400",1102,1047,1.0.0,,,
1361,1079,The University of Maryland College Republicans,umdrepublicans,The University of Maryland College Republicans chapter invites you to join a civil political dialogue both online and on campus! They embrace diversity in all forms and support each individual's right to speak openly and freely about politics. ,The University of Maryland College Republicans chapter invites you to join a civil political dialogue both online and on campus! ,,http://ter.ps/Republicans,Active,None,1.0.0,3637,null," 1396, 1390, 1387, 1395",1095,"1047, 1045, 1046, 1081",1.0.0,,,
1361,1086,The Alpha Psi Chapter of Theta Chi Fraternity,alphapsichapter,"The Alpha Psi chapter of Theta Chi Fraternity at the University of Maryland was founded in 1929 to serve the community of College Park and the University, while providing kinship among members with similar ideals. They are now the longest continually-operating fraternity on the University of Maryland, with a rich and storied 83-year history. For almost 85 years, undergraduates and alumni alike have continued to promote and sustain the values of Theta Chi fraternity: truth, temperance, and tolerance, in an encouraging and friendly environment where they can better themselves as men, continue to make valuable contibutions to society, and develop true and lasting friendships as brothers. As the university has developed into a leading national institution, the members of their fraternity developed this chapter into a leading organization. Their members come from all over the country and abroad, with almost as many nationalities, races, and religions represented as the majors they study, striving to reinforce our motto: ‰ÛÏAlma Mater First, and Theta Chi for Alma Mater‰Û_.", Come check out the longest continually-operating fraternity at UMD: The Alpha Psi Chapter of Theta Chi Fraternity!,,http://thetachiumd.org,Active,None,1.0.0,3637,null," 1390, 1396",1095,1047,1.0.0,,,
1361,1086,University of Maryland Kappa Alpha Theta Sorority,kappaalphatetha,"Kappa Alpha Theta was established in 1870 as the first Greek-letter Fraternity for women. Thetas strive to exemplify our core values of scholarship, leadership, service, personal excellence and friendship/sisterhood. Theta women lead the way in the classroom, in campus organizations, and in our local community. Please take a moment to view our chapter-specific events and accomplishments.",Take a moment to view the Kappa Alpha Theta Sorority chapter-specific events and accomplishments.,,http://umdtheta.tumblr.com,Active,None,1.0.0,3637,null,1396,1095,1047,1.0.0,,,
